Gene Name,Control_1,Control_2,Control_3,KO_1,KO_2,KO_3
CCNA_01890,18.4721117,18.37907371,17.98898418,16.84977159,16.89391769,15.90642089
CCNA_01435,14.74341441,14.11593774,14.76787408,13.41389233,13.45930353,12.80499815
CCNA_01499,15.80264258,15.83276642,15.43739447,14.41098127,14.59997094,14.64278504
gcrA,18.68308371,18.25331199,18.1130401,17.82854561,18.07289672,17.96313315
CCNA_02059,16.01044069,15.71553306,15.25595062,15.74667177,15.964386,15.0571033
CCNA_01542,13.40127954,12.75024639,12.70841574,12.21064091,12.47466925,12.13323856
exbD,12.76445696,12.38715572,12.6935523,11.69457554,12.10881845,11.88775372
CCNA_02189,14.07121094,13.9822806,14.07623105,13.66411391,14.34789814,13.96650545
CCNA_02695,21.71711912,21.54627841,21.17176076,20.91772462,20.97840882,20.37570553
hfaE,13.47370575,13.33915409,13.0038341,13.62935662,13.73100075,13.81317994
CCNA_02748,18.29351655,18.33808347,18.81139978,18.55221128,18.74966651,18.79223744
CCNA_02485,12.96717221,12.51019548,12.83413522,12.96385339,12.83447105,13.06411962
CCNA_02152,14.46824219,14.38592979,14.8186321,14.11504365,14.35645197,14.37653241
CCNA_02821,13.90086681,13.70757483,13.51397427,13.40593919,13.37449615,13.41111372
CCNA_02852,14.70233504,14.0920138,13.43684165,14.15418521,14.40281223,14.12161446
der,17.37915834,16.05275907,18.05441354,17.92311853,17.62328139,15.27652429
mipZ,17.4398958,16.82575383,16.73898944,16.93179938,17.31893111,16.61252298
CCNA_01755,11.81514309,11.73063996,11.86499859,11.40854204,11.88554386,11.46653536
CCNA_02272,17.63275386,17.37058525,16.76448288,17.51814598,17.79106111,17.55434902
CCNA_02377,16.15618186,15.78036034,16.17478918,15.62270962,15.90326993,15.77830818
CCNA_03002,15.69296959,15.46543886,15.59549061,15.14226664,15.19498764,15.22320984
CCNA_02391,12.94529751,13.17880488,13.58672253,13.00135541,13.32009538,12.94266111
CCNA_01896,17.4560335,17.27694223,17.15689286,16.94695195,17.05949234,16.88845788
CCNA_01906,12.55434902,13.0319596,12.32581138,12.23323019,12.99881958,12.28548892
CCNA_03053,12.47362966,12.02686921,12.45018025,12.42027606,12.8324747,12.39363178
CCNA_01921,15.46429047,15.0454184,15.06512157,15.16113188,15.38828642,15.14553417
CCNA_02461,12.60265248,12.916402,13.48595506,12.89928139,13.22570452,13.32319553
CCNA_03106,16.43365064,16.12575651,16.72494012,16.55407917,16.79042487,16.81840742
CCNA_03113,18.3989524,17.88833896,16.92346677,18.15075878,18.47464866,18.36645029
CCNA_03134,17.90142082,17.77494145,18.23832076,17.72427402,17.98314949,18.11212384
CCNA_02859,11.99964774,11.82460081,11.80807931,12.1091777,12.07768362,11.28846239
CCNA_02010,12.50176256,11.63526466,12.26950659,12.32280134,11.91404871,12.06191117
CCNA_02556,15.91925907,15.57739932,15.89028803,15.62585151,15.94713465,15.49426184
stpB,15.73110685,15.58973891,15.23650009,14.93663794,15.11190997,15.34328983
CCNA_02044,14.11528755,13.58472767,14.01340992,14.03514275,14.52288799,14.48060089
CCNA_03189,17.5777681,17.45410648,17.76493637,17.19364086,17.50043734,16.714648
CCNA_02593,12.43707581,12.30646048,12.94040537,12.54968842,12.72623945,12.56207544
flbY,13.78912605,13.76632185,14.05562137,14.17913157,14.41798433,14.10574485
CCNA_02672,15.75827527,15.69827058,15.55949659,15.09659163,15.1931403,15.30506422
CCNA_02652,13.45172627,12.73538678,12.36837004,12.94522434,13.00483492,13.08963254
CCNA_03238,14.2868465,14.35383602,14.59455788,13.23940461,13.733545,12.80852181
CCNA_03254,14.25922834,14.12371727,13.65418847,13.47370575,13.85749509,13.56367296
CCNA_03267,13.19974902,12.96166673,12.89252384,12.80265772,12.84124983,12.66571342
cpaI,14.3278333,14.42423191,14.64633369,14.58976817,14.61240779,14.70287611
CCNA_02697,13.43162818,13.31061278,13.47484667,13.49647933,13.68573433,13.82932634
CCNA_03055,16.67851762,16.54966436,16.75028827,16.164632,16.11855586,15.43693922
CCNA_02719,12.61236171,12.33639498,13.48595506,12.74279362,13.12997522,12.47945188
CCNA_03064,11.96177524,11.46383086,12.50524091,12.52664595,12.6701915,11.8537384
parE4,13.07097624,12.57553925,12.80094033,12.605711,12.9423129,12.01499682
CCNA_03365,13.35493805,13.22052948,13.6794801,13.37639675,13.19504918,13.01210072
CCNA_03100,15.11223586,14.37014248,15.47996968,15.13350348,15.13358375,13.88273856
CCNA_02196,13.44837446,13.11726972,14.06961759,14.34644448,14.32199854,14.19614103
cobQ,18.52041151,18.34784625,18.67376454,17.84530627,18.03058093,17.78558018
CCNA_02212,17.05059267,16.96443112,16.55806191,16.55302925,16.72706956,16.62798978
CCNA_02787,14.10328781,14.01323543,13.46326892,14.31259938,14.57382467,14.49066288
CCNA_03418,12.81123419,12.94962612,13.6329952,12.87833835,13.16928303,13.34485068
CCNA_02257,13.69642424,13.55446894,12.79901848,12.94035031,13.28648557,12.79079647
CCNA_03482,13.3089078,13.41376013,14.13803176,13.70303839,13.90895548,13.68977963
CCNA_02289,13.89784546,14.20670915,14.66016307,13.72238064,13.96713618,13.03313044
CCNA_02866,15.35156042,15.1221809,14.23706054,15.3438103,15.51206142,15.30876563
CCNA_03492,15.66921726,15.51341919,15.68011224,15.46811489,15.79494886,15.60342351
CCNA_02916,17.67044879,17.32500674,16.99114536,16.78762203,16.79271405,16.31314876
CCNA_02938,16.50547044,16.32962118,16.13546882,16.00888815,16.13861179,16.10623576
CCNA_03313,13.91802465,13.61643397,14.07806739,12.68816287,13.09633631,12.7807858
CCNA_02988,13.58402294,13.55002526,13.67838007,14.06347935,14.19621789,13.75112558
CCNA_03025,15.37027873,15.22911922,15.17839253,14.46550264,15.21261037,15.28861378
CCNA_02423,12.93689554,12.85665896,13.32895536,13.27249857,13.70466018,13.69522829
cpaH,14.5559671,13.73661333,13.83130724,13.8973728,13.92750021,12.87874067
cpaJ,18.55434902,18.44265197,18.86154131,18.24562698,18.49490245,18.63016045
CCNA_03679,13.72248737,13.25613496,12.99274365,13.24290613,13.32656993,13.32065954
cpaK,12.64155506,12.455096,12.60751526,12.46735081,12.5555957,12.03414554
parD4,15.3651263,15.0807759,15.51048603,15.28558283,15.61272454,15.27357708
higA,12.42463871,12.05880352,11.33633918,11.67149684,12.18211497,11.79311556
atpC,13.7660112,12.82057788,13.78043724,13.10122065,13.42992974,13.68496773
CCNA_02606,18.27266623,18.3617896,18.84371254,18.45695595,18.61018138,18.65231983
CCNA_03795,12.08055108,13.85846673,11.4809921,11.19383333,11.34806418,13.73481545
CCNA_03587,13.1310531,13.03013258,12.76789476,12.16006049,12.65035619,12.42715568
CCNA_03592,12.23529625,12.87380935,12.74361426,13.08025126,13.3927199,14.52172311
CCNA_02638,16.00963183,15.5535993,15.64810475,15.20892018,15.66675105,15.57323297
CCNA_03229,13.79553239,13.42167039,13.80352574,13.82863237,13.96551375,13.15590921
CCNA_03877,13.45442782,12.84967876,13.35135337,12.92059477,12.85163193,12.1499376
CCNA_03252,16.15238388,15.82100161,15.94386548,15.55701488,15.86348456,15.59860504
CCNA_03258,#NUM!,#NUM!,#NUM!,9.677279191,9.718001935,#NUM!
sigF,18.68023589,18.65326495,18.14479763,18.10967765,18.29714914,18.48514534
CCNA_02788,13.44914865,13.38383927,13.82227206,13.37150441,13.48708634,13.43371583
CCNA_03458,15.18200631,14.87512538,15.05447714,14.80140524,14.85116341,14.92211978
CCNA_03395,14.04925297,14.16034417,13.82386477,14.25399517,14.26084604,14.71419184
CCNA_03479,13.12163064,13.25777086,13.11518999,13.9894832,14.18270471,14.1176431
CCNA_03484,13.07201533,13.0113321,12.59572369,13.22677342,13.68529632,13.31472484
ccmC,13.90773568,13.62102161,14.25222191,13.95092035,14.24599828,14.28113314
dipI,12.74871699,12.44837446,12.56467349,12.50633238,12.80063705,12.8566395
rlmH,16.54546226,16.44811631,16.45027692,16.18557235,16.30122824,16.35137063
CCNA_03512,17.70488979,17.34888373,16.71652476,17.10983065,17.10041596,16.56593508
mmcA,13.62696381,13.5144675,13.46492858,12.48854313,12.8203186,12.65827844
CCNA_02984,13.33371443,12.71383756,12.91817377,12.60501645,12.81714356,12.85780609
CCNA_03648,16.56185474,16.55416912,16.38761349,16.1418477,16.4096064,16.41716027
CCNA_03569,16.36961438,16.22631811,17.02745249,16.70279496,16.74950284,16.85452753
CCNA_03027,13.84695944,13.27779592,12.55861204,13.34983409,13.43358544,13.10445133
CCNA_03052,15.48997336,15.43371583,15.88197427,15.60588458,15.7782055,15.45513454
mcsS,12.67522933,11.81149511,11.87128923,11.485779,11.91247772,11.06884544
CCNA_03687,14.43169347,14.26040503,14.31167737,13.90670273,14.09852562,13.62445279
CCNA_03147,14.37150441,13.72632461,13.05524854,13.87910457,13.87478928,13.59595674
CCNA_03706,12.89364282,12.72898337,11.86294725,11.15936681,11.02299192,10.75162774
CCNA_03173,13.99399979,13.90190394,13.77283002,12.25853659,12.89945134,12.6818094
CCNA_03178,13.04726027,12.90216782,13.21679132,13.12171158,13.01443899,12.8546931
CCNA_03814,17.05218593,16.73806586,16.67934264,17.02301792,17.39882718,17.38557596
CCNA_03236,13.93442804,14.18340277,14.48438237,14.68814101,15.18599814,15.36290269
CCNA_03288,13.81257844,13.54532651,13.94854975,13.66066448,13.67716906,13.75415679
phd,17.14986618,17.07462234,17.4767462,17.23556552,17.37610843,17.12767197
CCNA_03622,13.39339046,13.05348473,12.6639583,13.0690637,13.21660946,12.68349909
CCNA_03789,14.5315033,14.02496648,14.70022295,14.5892415,14.72600523,14.53770375
CCNA_03893,13.08431013,13.55290921,14.50127741,14.28612454,14.16459272,14.78662699
CCNA_03892,13.48947169,13.19541835,13.40354468,13.31684718,13.62890115,13.34665223
cdzC,15.30246043,15.05265295,15.20445652,14.87646898,15.1222618,15.08019296
CCNA_03983,18.61583076,18.3027817,18.09537642,18.11811984,18.25658649,17.96098612
cdzI,15.09230292,14.95478701,14.28330544,13.14443519,12.1917995,13.79045032
CCNA_03927,17.73575433,17.52075678,17.51468324,18.49126594,18.72140631,18.45547171
ahpD,13.61021744,13.22460468,13.92731501,13.69675024,14.08090078,13.66466949
mutM,18.78014244,18.45233778,17.89746734,18.52554375,18.79639456,18.40943237
rpmF,12.08716446,11.59995932,11.99134469,11.41648088,12.47940136,10.42374623
ybeY,14.01880871,13.67441298,13.49460562,13.86747181,14.15299777,13.36850646
crcB,14.43872689,13.45429929,13.81948059,13.65664831,13.88206983,13.0052912
rpmG,16.19612181,16.21093764,15.72680355,15.21302825,16.37447916,15.87682867
clpS,16.02498812,15.97338347,16.46462551,16.14274528,16.1397312,16.43043622
ftsW,13.59444125,13.21748823,13.28103168,13.22642725,13.62787582,13.35424938
rnpA,20.7240075,20.42141974,19.76482301,20.3720956,20.44606961,19.89522024
rutC,16.96160796,16.1409296,16.8489163,16.15220561,16.67037963,15.68975233
rutD,15.84141693,15.44446493,15.71174762,15.46614021,15.48400467,14.81122415
xylB,15.37602362,15.06512157,14.81813276,14.53132053,14.64964914,14.20220037
rpmI,13.75081165,13.9130764,14.56658924,14.68469384,14.93447411,14.83693796
rpmJ,13.22492116,13.41376013,13.34401844,13.58461024,14.06314225,13.49147735
rnhA,13.645771,13.64329253,14.44404427,13.76186284,14.02842411,13.81147504
acpS,20.94313577,20.82462007,19.90401126,20.74394357,20.80813463,20.28183949
hipB,19.99120073,19.9688805,19.09321121,19.76854296,19.89619639,19.75530163
CCNA_00066,16.18518517,15.97707864,15.44219838,16.03585155,16.51491435,16.27392305
chlI,19.30191143,18.77548811,18.92003877,18.66118659,18.77391187,18.83885922
CCNA_00241,11.97642092,11.66378045,11.69248474,11.81362088,11.78912605,11.77334529
CCNA_00271,12.17127064,12.09460557,13.17277126,12.49368035,12.47228468,12.60622012
CCNA_00135,14.6805793,14.95868864,15.55215873,14.28171274,13.98156728,14.36351881
CCNA_00182,15.61283971,15.28850564,16.46852859,15.47880121,16.01406407,15.78033471
CCNA_00568,14.61752486,14.49272947,14.09234422,13.72536626,13.88436134,13.7361905
CCNA_00669,11.17573666,10.89117612,10.35854132,11.28082876,10.83557675,10.58195375
CCNA_00696,13.18214602,12.83421425,13.46339665,12.59000218,12.82390457,12.79463924
CCNA_00205,11.75217155,11.54124185,11.7026056,12.17055104,11.5436602,11.169925
fljN,11.34468427,10.02375435,9.263034406,9.517885875,11.36375149,9.76239865
CCNA_00312,9.121196763,9.357661962,9.483070058,10.39253209,10.21601827,10.0721326
CCNA_00332,15.25712999,14.50612159,14.14170803,14.46938744,14.5557874,14.61580203
atpB,15.59140547,15.39931131,14.99501629,15.53770375,15.73880477,15.46384363
CCNA_00624,16.74530667,16.12118948,16.99645142,16.14443918,16.3240047,15.01893908
tfoX,16.84585754,16.32055378,16.28357674,15.99947157,16.12058215,16.0130391
CCNA_00148,9.639394978,10.38229979,10.23002044,10.15469155,9.148603686,10.13352756
CCNA_00705,18.1249997,19.65431436,18.11354888,15.8086123,16.13901168,16.49485558
CCNA_00437,11.46847131,10.74617838,11.13365599,11.36227262,11.54235479,11.81426201
CCNA_00354,12.06086478,12.45316773,12.3777528,12.32522112,12.44666979,12.51663571
CCNA_00532,13.62525222,13.59222342,13.36714169,12.99371681,13.10010381,12.82181383
CCNA_00861,12.43332463,11.6301761,12.19047288,11.8087229,12.1083611,11.71385903
CCNA_00023,12.54795488,11.39585541,11.97645672,12.01611184,12.36016123,11.71549016
CCNA_00417,9.515029578,#NUM!,9.980710829,10.46719795,9.965062757,9.46860368
CCNA_00438,11.03878184,9.92120125,9.891115353,9.778060698,10.61369739,9.994919089
CCNA_00944,11.25803597,11.46260452,10.55985504,11.0363797,11.63626209,11.48361427
CCNA_00589,16.5404762,16.19792696,16.41646769,16.5134963,16.90958843,16.31910758
CCNA_00761,14.44856805,14.3984765,13.81338039,13.47307151,13.79887677,14.41237137
CCNA_00788,19.24476798,18.48195706,18.83071326,16.88094662,16.65088346,17.08804285
CCNA_00707,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
CCNA_00842,12.92113429,12.56814614,13.10659565,12.50370153,13.03021881,12.53695139
CCNA_00885,9.889245365,10.37232095,#NUM!,#NUM!,#NUM!,#NUM!
CCNA_00334,10.20175637,10.46260452,11.40896655,11.8337598,12.11601899,11.50347794
CCNA_00360,#NUM!,10.04357417,10.21127995,9.694392713,10.53595573,10.89231512
CCNA_00365,14.01915633,13.21835133,13.72270082,13.38397423,12.60843965,12.70409817
CCNA_01510,11.96744243,11.92384742,11.58904248,11.84599961,12.26909745,11.92914743
CCNA_00994,12.79616132,13.16542522,12.92972074,12.67313237,12.71168848,13.13193732
CCNA_00488,13.42206477,13.07360604,13.17892934,13.28843355,13.35162943,13.31797782
CCNA_01660,17.66878806,17.55809181,17.21967903,16.73025784,16.97051038,16.8155334
CCNA_01073,10.79839079,10.7867597,10.50710087,11.60709909,11.88927579,11.06555077
CCNA_01158,12.56764716,13.08080088,12.69113282,10.72084276,11.36899746,11.20377622
CCNA_01236,14.04882741,13.7160692,13.99682653,13.46199095,13.59933174,13.73290936
CCNA_01495,10.72340497,10.99364606,11.18202184,9.733557714,10.0283205,9.618367147
CCNA_01257,14.10254988,13.63447075,13.94297261,13.86920825,13.91951513,13.79055214
CCNA_01185,9.77310623,9.962057322,9.764921338,#NUM!,9.360364277,#NUM!
CCNA_00724,14.15576694,14.14966774,13.48494873,14.08555545,14.4761133,14.33727345
CCNA_01886,13.31684718,13.09345058,12.74691315,13.0546891,12.46518374,12.72666521
CCNA_01290,14.14226664,13.41798433,13.73343908,13.89349115,14.11577522,13.43488881
CCNA_00784,11.62141089,11.51195027,11.79818826,11.06871111,11.66097638,11.37226653
CCNA_00827,12.53267248,12.40239923,11.86615844,12.34074028,12.33778913,11.76433255
relE1,11.13474717,10.62808095,10.95985708,#NUM!,10.63499251,#NUM!
CCNA_01685,13.75530489,13.6756263,13.28828934,13.54677391,13.55542794,13.44734157
ccoP,9.860636963,10.28424575,9.81709558,10.10079373,9.711202346,9.116265976
nuoA,10.43462823,10.95106611,11.00982862,10.06312539,11.1323712,11.43577442
CCNA_01722,10.18363538,9.578636862,#NUM!,#NUM!,10.48018432,11.58383495
CCNA_01503,10.68071114,10.95934996,11.06703094,10.57893871,10.80364681,10.85455675
CCNA_00937,11.05995278,11.67547194,11.98363495,11.62981194,12.3835693,12.07951812
qoxC,15.11946804,14.70557839,15.5412479,14.53557915,14.90961187,14.67126462
CCNA_01597,12.36081966,12.3911093,11.99176983,12.45041226,12.31279789,12.71744081
CCNA_01628,14.76994113,14.42265613,13.82047816,13.68650053,13.86234677,13.79024667
CCNA_02202,12.80978822,12.28849122,12.73144632,12.55614677,12.62602839,12.1165714
CCNA_01044,10.49215363,10.07119418,10.86162975,12.04848687,12.12605912,12.52444377
CCNA_01074,16.80145576,16.51974374,17.10727839,16.31688253,16.55284918,16.77507009
bacA,12.13734341,12.54269335,11.09961081,11.35727707,11.35996913,11.49420558
CCNA_01707,17.5110577,17.37924297,17.48934624,17.1445985,17.37585398,17.16467128
CCNA_01734,11.22520744,9.784307667,11.68448565,11.58331787,10.86077662,11.99467164
CCNA_01186,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
CCNA_01191,11.04746477,10.96347412,11.05616351,10.76445696,10.87759089,11.29737486
CCNA_01822,12.13015224,11.99060038,11.82153484,11.52640143,12.1541219,12.05636676
CCNA_01845,15.31039977,15.0071587,14.63009645,14.30990262,14.52631583,14.42462559
CCNA_01243,15.1520075,15.04929552,15.44197153,14.00877875,15.26883437,14.88698256
CCNA_02124,11.42006548,11.30309576,11.4339505,11.52556975,11.10322223,11.29726021
CCNA_02155,11.51909563,11.38543104,11.24810547,11.13910364,11.50064274,10.97656412
CCNA_01944,18.90741883,18.22170983,18.6707254,16.81853225,16.76175898,16.97712337
CCNA_01846,11.46658634,10.23577492,10.53089398,9.32925817,10.78537073,10.67198327
CCNA_02499,15.80047022,15.47433971,15.59691768,14.92824076,15.07301182,14.8019104
hfsG,14.8494051,14.80695233,14.61096714,14.52735482,14.7894827,14.9895719
CCNA_02522,14.79639456,14.69337805,14.59683035,14.58836329,14.71772997,14.56408993
CCNA_02291,15.47367404,15.14254586,15.24019505,14.60952505,15.00917254,13.59397462
CCNA_02345,11.18034432,10.63508323,9.176721693,10.08640165,10.87943009,9.666277271
CCNA_02649,11.26015507,11.26830806,10.61792656,11.79798569,11.89087224,11.9560857
malY,10.01652975,#NUM!,9.894893533,10.5452541,10.23864358,10.44987084
CCNA_01573,15.80984348,15.48312298,15.15089758,15.16561365,15.52000474,15.23605157
CCNA_01599,11.49830074,11.11296071,11.4300866,11.05650224,11.34412943,11.84372481
CCNA_02732,10.74710203,11.64678369,11.02479338,10.52483551,11.07246761,11.75755669
CCNA_01632,14.364887,13.75968017,14.02288792,13.64498286,13.84784036,13.64768327
CCNA_02490,12.36029843,11.51747255,11.28748153,12.1155314,12.09130314,11.06588731
CCNA_02515,#NUM!,10.03562391,#NUM!,#NUM!,#NUM!,10.71476067
CCNA_02554,15.71949578,15.55518825,15.22185141,14.74472874,15.31854281,15.3940942
CCNA_01719,12.33326718,11.99378756,11.39365859,11.90037627,11.24085095,11.26033152
CCNA_02598,12.25547123,11.84030586,11.38413617,11.64651371,11.0278369,11.21079309
CCNA_02608,13.03687761,12.89614316,12.76285954,12.54660512,12.73223104,12.99061811
CCNA_02948,13.26003742,12.86252113,12.8843995,11.95681173,13.11970309,13.18509223
ldpB,19.72387422,19.52365001,20.16643772,19.65894015,19.81953048,19.59224167
CCNA_01847,12.48839249,12.24715613,12.50536498,12.51889899,12.66284637,12.64056128
